Call number,Customer ID,Duration,Representative,Date of Call,Purchase,Rating,Month,Customer ID.1,Gender,Age,City
Call_7553,C0007,61.0,R01,2023-03-27,140.0,2,March,C0007,Female,22.0,Cleveland
Call_7554,C0012,126.0,R02,2023-03-27,128.0,4,March,C0012,Female,28.0,Cincinnati
Call_7555,C0002,141.0,R03,2023-03-27,80.0,4,March,C0002,Male,31.0,Cleveland
Call_7556,C0011,95.0,R04,2023-03-27,28.0,3,March,C0011,Female,30.0,Cincinnati
Call_7557,C0015,39.0,R01,2023-03-28,81.0,5,March,C0015,Female,43.0,Cleveland
Call_7558,C0004,127.0,R02,2023-03-28,99.0,4,March,C0004,Male,36.0,Cincinnati
Call_7559,C0007,78.0,R02,2023-03-28,43.0,4,March,C0007,Female,22.0,Cleveland
Call_7560,C0013,40.0,R02,2023-03-28,34.0,5,March,C0013,Female,37.0,Cleveland
Call_7561,C0007,56.0,R01,2023-03-28,225.0,5,March,C0007,Female,22.0,Cleveland
Call_7562,C0015,59.0,R03,2023-03-28,210.0,4,March,C0015,Female,43.0,Cleveland
Call_7563,C0012,30.0,R02,2023-03-28,168.0,4,March,C0012,Female,28.0,Cincinnati
Call_7564,C0013,63.0,R05,2023-03-29,82.0,4,March,C0013,Female,37.0,Cleveland
Call_7565,C0005,56.0,R04,2023-03-29,88.0,4,March,C0005,Male,37.0,Columbus
Call_7566,C0008,95.0,R05,2023-03-29,111.0,3,March,C0008,Female,42.0,Cleveland
Call_7567,C0001,128.0,R03,2023-03-29,60.0,4,March,C0001,Male,41.0,Columbus
Call_7568,C0011,49.0,R05,2023-03-29,80.0,3,March,C0011,Female,30.0,Cincinnati
Call_7569,C0001,89.0,R01,2023-03-31,90.0,5,March,C0001,Male,41.0,Columbus
Call_7570,C0009,87.0,R05,2023-03-31,225.0,3,March,C0009,Female,25.0,Columbus
Call_7571,C0003,60.0,R02,2023-04-01,215.0,3,April,C0003,Male,26.0,Cincinnati
Call_7572,C0014,42.0,R01,2023-04-01,45.0,2,April,C0014,Female,38.0,Columbus
Call_7573,C0010,99.0,R02,2023-04-01,74.0,4,April,C0010,Female,30.0,Cleveland
Call_7574,C0005,20.0,R01,2023-04-01,60.0,4,April,C0005,Male,37.0,Columbus
Call_7575,C0013,65.0,R02,2023-04-01,64.0,4,April,C0013,Female,37.0,Cleveland
Call_7576,C0012,71.0,R05,2023-04-02,110.0,5,April,C0012,Female,28.0,Cincinnati
Call_7577,C0004,95.0,R03,2023-04-02,52.0,1,April,C0004,Male,36.0,Cincinnati
Call_7578,C0005,81.0,R04,2023-04-03,160.0,5,April,C0005,Male,37.0,Columbus
Call_7579,C0006,137.0,R04,2023-04-03,215.0,5,April,C0006,Male,23.0,Columbus
Call_7580,C0006,40.0,R03,2023-04-03,220.0,4,April,C0006,Male,23.0,Columbus
Call_7581,C0010,111.0,R02,2023-04-04,175.0,4,April,C0010,Female,30.0,Cleveland
Call_7582,C0012,106.0,R02,2023-04-04,145.0,4,April,C0012,Female,28.0,Cincinnati
Call_7583,C0014,133.0,R01,2023-04-04,72.0,4,April,C0014,Female,38.0,Columbus
Call_7584,C0007,38.0,R02,2023-04-05,81.0,4,April,C0007,Female,22.0,Cleveland
Call_7585,C0015,130.0,R03,2023-04-05,54.0,4,April,C0015,Female,43.0,Cleveland
Call_7586,C0013,23.0,R01,2023-04-05,105.0,5,April,C0013,Female,37.0,Cleveland
Call_7587,C0015,124.0,R02,2023-04-06,176.0,4,April,C0015,Female,43.0,Cleveland
Call_7588,C0005,107.0,R02,2023-04-06,115.0,4,April,C0005,Male,37.0,Columbus
Call_7589,C0006,60.0,R05,2023-04-06,116.0,4,April,C0006,Male,23.0,Columbus
Call_7590,C0006,158.0,R03,2023-04-06,100.0,4,April,C0006,Male,23.0,Columbus
Call_7591,C0009,110.0,R03,2023-04-07,36.0,2,April,C0009,Female,25.0,Columbus
Call_7592,C0001,70.0,R03,2023-04-07,114.0,5,April,C0001,Male,41.0,Columbus
Call_7593,C0001,150.0,R05,2023-04-07,24.0,4,April,C0001,Male,41.0,Columbus
Call_7594,C0007,36.0,R02,2023-04-07,135.0,5,April,C0007,Female,22.0,Cleveland
Call_7595,C0015,74.0,R02,2023-04-07,30.0,4,April,C0015,Female,43.0,Cleveland
Call_7596,C0004,75.0,R02,2023-04-07,84.0,3,April,C0004,Male,36.0,Cincinnati
Call_7597,C0008,70.0,R04,2023-04-07,42.0,4,April,C0008,Female,42.0,Cleveland
Call_7598,C0009,23.0,R03,2023-04-07,117.0,2,April,C0009,Female,25.0,Columbus
Call_7599,C0010,104.0,R01,2023-04-07,164.0,4,April,C0010,Female,30.0,Cleveland
Call_7600,C0001,95.0,R04,2023-04-08,123.0,4,April,C0001,Male,41.0,Columbus
Call_7601,C0011,49.0,R05,2023-04-08,172.0,3,April,C0011,Female,30.0,Cincinnati
Call_7602,C0012,8.0,R03,2023-04-08,20.0,5,April,C0012,Female,28.0,Cincinnati
Call_7603,C0001,157.0,R05,2023-04-08,72.0,4,April,C0001,Male,41.0,Columbus
Call_7604,C0005,74.0,R02,2023-04-08,32.0,5,April,C0005,Male,37.0,Columbus
Call_7605,C0009,72.0,R04,2023-04-08,140.0,3,April,C0009,Female,25.0,Columbus
Call_7606,C0005,79.0,R02,2023-04-09,120.0,5,April,C0005,Male,37.0,Columbus
Call_7607,C0015,23.0,R02,2023-04-09,86.0,2,April,C0015,Female,43.0,Cleveland
Call_7608,C0004,69.0,R02,2023-04-09,132.0,5,April,C0004,Male,36.0,Cincinnati
Call_7609,C0006,64.0,R02,2023-04-09,80.0,3,April,C0006,Male,23.0,Columbus
Call_7610,C0002,47.0,R05,2023-04-09,132.0,4,April,C0002,Male,31.0,Cleveland
Call_7611,C0005,55.0,R04,2023-04-09,27.0,4,April,C0005,Male,37.0,Columbus
Call_7612,C0010,104.0,R04,2023-04-10,68.0,4,April,C0010,Female,30.0,Cleveland
Call_7613,C0002,116.0,R02,2023-04-10,22.0,5,April,C0002,Male,31.0,Cleveland
Call_7614,C0015,99.0,R04,2023-04-10,42.0,3,April,C0015,Female,43.0,Cleveland
Call_7615,C0010,84.0,R04,2023-04-11,38.0,3,April,C0010,Female,30.0,Cleveland
Call_7616,C0012,159.0,R04,2023-04-11,42.0,4,April,C0012,Female,28.0,Cincinnati
Call_7617,C0007,25.0,R05,2023-04-11,75.0,4,April,C0007,Female,22.0,Cleveland
Call_7618,C0012,53.0,R03,2023-04-12,23.0,5,April,C0012,Female,28.0,Cincinnati
Call_7619,C0012,89.0,R05,2023-04-12,200.0,5,April,C0012,Female,28.0,Cincinnati
Call_7620,C0014,73.0,R02,2023-04-13,45.0,4,April,C0014,Female,38.0,Columbus
Call_7621,C0015,50.0,R02,2023-04-13,105.0,4,April,C0015,Female,43.0,Cleveland
Call_7622,C0011,98.0,R02,2023-04-13,22.0,4,April,C0011,Female,30.0,Cincinnati
Call_7623,C0013,114.0,R04,2023-04-14,126.0,4,April,C0013,Female,37.0,Cleveland
Call_7624,C0006,67.0,R04,2023-04-14,35.0,3,April,C0006,Male,23.0,Columbus
Call_7625,C0005,91.0,R02,2023-04-14,84.0,4,April,C0005,Male,37.0,Columbus
Call_7626,C0008,67.0,R02,2023-04-15,172.0,4,April,C0008,Female,42.0,Cleveland
Call_7627,C0013,139.0,R05,2023-04-15,114.0,4,April,C0013,Female,37.0,Cleveland
Call_7628,C0008,102.0,R05,2023-04-15,60.0,4,April,C0008,Female,42.0,Cleveland
Call_7629,C0001,108.0,R01,2023-04-15,26.0,3,April,C0001,Male,41.0,Columbus
Call_7630,C0007,66.0,R02,2023-04-15,210.0,4,April,C0007,Female,22.0,Cleveland
Call_7631,C0009,85.0,R05,2023-04-15,129.0,4,April,C0009,Female,25.0,Columbus
Call_7632,C0006,55.0,R01,2023-04-15,215.0,4,April,C0006,Male,23.0,Columbus
Call_7633,C0001,17.0,R03,2023-04-15,69.0,5,April,C0001,Male,41.0,Columbus
Call_7634,C0006,128.0,R03,2023-04-15,140.0,3,April,C0006,Male,23.0,Columbus
Call_7635,C0015,45.0,R01,2023-04-16,156.0,3,April,C0015,Female,43.0,Cleveland
Call_7636,C0001,41.0,R03,2023-04-16,164.0,3,April,C0001,Male,41.0,Columbus
Call_7637,C0002,49.0,R03,2023-04-16,195.0,3,April,C0002,Male,31.0,Cleveland
Call_7638,C0004,21.0,R04,2023-04-16,74.0,5,April,C0004,Male,36.0,Cincinnati
Call_7639,C0012,133.0,R01,2023-04-16,100.0,4,April,C0012,Female,28.0,Cincinnati
Call_7640,C0003,135.0,R02,2023-04-16,185.0,4,April,C0003,Male,26.0,Cincinnati
Call_7641,C0013,69.0,R01,2023-04-16,130.0,2,April,C0013,Female,37.0,Cleveland
Call_7642,C0010,110.0,R04,2023-04-17,21.0,3,April,C0010,Female,30.0,Cleveland
Call_7643,C0008,64.0,R05,2023-04-17,88.0,4,April,C0008,Female,42.0,Cleveland
Call_7644,C0005,105.0,R03,2023-04-17,35.0,4,April,C0005,Male,37.0,Columbus
Call_7645,C0008,165.0,R02,2023-04-17,68.0,4,April,C0008,Female,42.0,Cleveland
Call_7646,C0015,125.0,R02,2023-04-17,148.0,4,April,C0015,Female,43.0,Cleveland
Call_7647,C0005,88.0,R05,2023-04-18,81.0,4,April,C0005,Male,37.0,Columbus
Call_7648,C0013,6.0,R05,2023-04-18,75.0,4,April,C0013,Female,37.0,Cleveland
Call_7649,C0009,69.0,R01,2023-04-19,32.0,4,April,C0009,Female,25.0,Columbus
Call_7650,C0001,107.0,R01,2023-04-19,156.0,4,April,C0001,Male,41.0,Columbus
Call_7651,C0004,90.0,R02,2023-04-19,99.0,5,April,C0004,Male,36.0,Cincinnati
Call_7652,C0003,120.0,R03,2023-04-19,26.0,4,April,C0003,Male,26.0,Cincinnati
Call_7653,C0011,47.0,R01,2023-04-19,84.0,4,April,C0011,Female,30.0,Cincinnati
Call_7654,C0014,60.0,R03,2023-04-19,84.0,5,April,C0014,Female,38.0,Columbus
Call_7655,C0006,64.0,R02,2023-04-19,170.0,2,April,C0006,Male,23.0,Columbus
Call_7656,C0008,62.0,R01,2023-04-19,35.0,4,April,C0008,Female,42.0,Cleveland
Call_7657,C0010,88.0,R01,2023-04-20,35.0,4,April,C0010,Female,30.0,Cleveland
Call_7658,C0015,116.0,R01,2023-04-20,132.0,5,April,C0015,Female,43.0,Cleveland
Call_7659,C0004,82.0,R05,2023-04-21,144.0,3,April,C0004,Male,36.0,Cincinnati
Call_7660,C0008,99.0,R02,2023-04-21,48.0,5,April,C0008,Female,42.0,Cleveland
Call_7661,C0008,55.0,R05,2023-04-21,200.0,2,April,C0008,Female,42.0,Cleveland
Call_7662,C0006,61.0,R03,2023-04-21,38.0,5,April,C0006,Male,23.0,Columbus
Call_7663,C0015,36.0,R04,2023-04-21,81.0,4,April,C0015,Female,43.0,Cleveland
Call_7664,C0004,123.0,R01,2023-04-21,120.0,4,April,C0004,Male,36.0,Cincinnati
Call_7665,C0002,24.0,R03,2023-04-21,74.0,5,April,C0002,Male,31.0,Cleveland
Call_7666,C0004,43.0,R01,2023-04-22,128.0,5,April,C0004,Male,36.0,Cincinnati
Call_7667,C0014,95.0,R02,2023-04-22,21.0,4,April,C0014,Female,38.0,Columbus
Call_7668,C0008,53.0,R01,2023-04-22,110.0,4,April,C0008,Female,42.0,Cleveland
Call_7669,C0004,113.0,R01,2023-04-22,145.0,4,April,C0004,Male,36.0,Cincinnati
Call_7670,C0008,89.0,R04,2023-04-22,129.0,4,April,C0008,Female,42.0,Cleveland
Call_7671,C0010,84.0,R05,2023-04-22,156.0,3,April,C0010,Female,30.0,Cleveland
Call_7672,C0002,130.0,R01,2023-04-23,120.0,4,April,C0002,Male,31.0,Cleveland
Call_7673,C0014,163.0,R04,2023-04-23,62.0,3,April,C0014,Female,38.0,Columbus
Call_7674,C0009,127.0,R01,2023-04-23,160.0,3,April,C0009,Female,25.0,Columbus
Call_7675,C0004,50.0,R01,2023-04-23,56.0,5,April,C0004,Male,36.0,Cincinnati
Call_7676,C0007,88.0,R03,2023-04-23,72.0,4,April,C0007,Female,22.0,Cleveland
Call_7677,C0004,139.0,R02,2023-04-24,81.0,5,April,C0004,Male,36.0,Cincinnati
Call_7678,C0014,111.0,R01,2023-04-24,144.0,4,April,C0014,Female,38.0,Columbus
Call_7679,C0005,115.0,R02,2023-04-24,111.0,4,April,C0005,Male,37.0,Columbus
Call_7680,C0008,26.0,R04,2023-04-24,43.0,4,April,C0008,Female,42.0,Cleveland
Call_7681,C0010,131.0,R03,2023-04-24,41.0,5,April,C0010,Female,30.0,Cleveland
Call_7682,C0005,27.0,R03,2023-04-24,74.0,4,April,C0005,Male,37.0,Columbus
Call_7683,C0012,75.0,R01,2023-04-24,43.0,5,April,C0012,Female,28.0,Cincinnati
Call_7684,C0006,123.0,R03,2023-04-24,128.0,4,April,C0006,Male,23.0,Columbus
Call_7685,C0003,129.0,R03,2023-04-25,144.0,4,April,C0003,Male,26.0,Cincinnati
Call_7686,C0012,124.0,R02,2023-04-25,132.0,5,April,C0012,Female,28.0,Cincinnati
Call_7687,C0005,108.0,R02,2023-04-25,180.0,4,April,C0005,Male,37.0,Columbus
Call_7688,C0011,15.0,R02,2023-04-25,31.0,4,April,C0011,Female,30.0,Cincinnati
Call_7689,C0005,66.0,R02,2023-04-25,102.0,4,April,C0005,Male,37.0,Columbus
Call_7690,C0007,126.0,R01,2023-04-26,175.0,5,April,C0007,Female,22.0,Cleveland
Call_7691,C0012,26.0,R05,2023-04-26,87.0,5,April,C0012,Female,28.0,Cincinnati
Call_7692,C0002,105.0,R01,2023-04-26,66.0,4,April,C0002,Male,31.0,Cleveland
Call_7693,C0002,31.0,R01,2023-04-26,25.0,3,April,C0002,Male,31.0,Cleveland
Call_7694,C0005,109.0,R02,2023-04-26,126.0,3,April,C0005,Male,37.0,Columbus
Call_7695,C0003,113.0,R04,2023-04-27,42.0,5,April,C0003,Male,26.0,Cincinnati
Call_7696,C0007,101.0,R05,2023-04-27,225.0,2,April,C0007,Female,22.0,Cleveland
Call_7697,C0014,156.0,R05,2023-04-27,42.0,3,April,C0014,Female,38.0,Columbus
Call_7698,C0005,145.0,R04,2023-04-28,110.0,3,April,C0005,Male,37.0,Columbus
Call_7699,C0006,36.0,R02,2023-04-28,225.0,5,April,C0006,Male,23.0,Columbus
Call_7700,C0002,135.0,R03,2023-04-29,125.0,3,April,C0002,Male,31.0,Cleveland
Call_7701,C0007,81.0,R02,2023-04-29,78.0,3,April,C0007,Female,22.0,Cleveland
Call_7702,C0007,81.0,R04,2023-04-29,40.0,2,April,C0007,Female,22.0,Cleveland
Call_7703,C0009,93.0,R01,2023-04-29,150.0,5,April,C0009,Female,25.0,Columbus
Call_7704,C0005,14.0,R02,2023-04-29,96.0,5,April,C0005,Male,37.0,Columbus
Call_7705,C0002,95.0,R04,2023-04-30,75.0,5,April,C0002,Male,31.0,Cleveland
Call_7706,C0009,81.0,R04,2023-04-30,60.0,4,April,C0009,Female,25.0,Columbus
Call_7707,C0008,60.0,R02,2023-05-01,41.0,5,May,C0008,Female,42.0,Cleveland
Call_7708,C0013,137.0,R01,2023-05-01,20.0,4,May,C0013,Female,37.0,Cleveland
Call_7709,C0004,112.0,R03,2023-05-01,84.0,3,May,C0004,Male,36.0,Cincinnati
Call_7710,C0002,76.0,R05,2023-05-01,140.0,4,May,C0002,Male,31.0,Cleveland
Call_7711,C0015,73.0,R02,2023-05-01,66.0,5,May,C0015,Female,43.0,Cleveland
Call_7712,C0010,119.0,R01,2023-05-01,105.0,5,May,C0010,Female,30.0,Cleveland
Call_7713,C0003,135.0,R04,2023-05-02,104.0,4,May,C0003,Male,26.0,Cincinnati
Call_7714,C0013,41.0,R03,2023-05-02,123.0,3,May,C0013,Female,37.0,Cleveland
Call_7715,C0005,35.0,R04,2023-05-03,215.0,4,May,C0005,Male,37.0,Columbus
Call_7716,C0003,96.0,R02,2023-05-03,46.0,1,May,C0003,Male,26.0,Cincinnati
Call_7717,C0009,61.0,R03,2023-05-03,115.0,4,May,C0009,Female,25.0,Columbus
Call_7718,C0003,91.0,R03,2023-05-03,124.0,4,May,C0003,Male,26.0,Cincinnati
Call_7719,C0001,30.0,R03,2023-05-04,205.0,4,May,C0001,Male,41.0,Columbus
Call_7720,C0008,111.0,R01,2023-05-04,90.0,3,May,C0008,Female,42.0,Cleveland
Call_7721,C0009,81.0,R02,2023-05-04,92.0,5,May,C0009,Female,25.0,Columbus
Call_7722,C0002,40.0,R04,2023-05-06,108.0,4,May,C0002,Male,31.0,Cleveland
Call_7723,C0008,143.0,R04,2023-05-06,54.0,4,May,C0008,Female,42.0,Cleveland
Call_7724,C0002,70.0,R04,2023-05-07,44.0,4,May,C0002,Male,31.0,Cleveland
Call_7725,C0015,137.0,R04,2023-05-07,44.0,5,May,C0015,Female,43.0,Cleveland
Call_7726,C0003,52.0,R02,2023-05-08,37.0,5,May,C0003,Male,26.0,Cincinnati
Call_7727,C0004,31.0,R01,2023-05-08,180.0,4,May,C0004,Male,36.0,Cincinnati
Call_7728,C0003,114.0,R03,2023-05-08,105.0,5,May,C0003,Male,26.0,Cincinnati
Call_7729,C0015,73.0,R05,2023-05-08,87.0,4,May,C0015,Female,43.0,Cleveland
Call_7730,C0009,25.0,R01,2023-05-08,52.0,4,May,C0009,Female,25.0,Columbus
Call_7731,C0011,44.0,R03,2023-05-08,63.0,4,May,C0011,Female,30.0,Cincinnati
Call_7732,C0006,34.0,R02,2023-05-09,195.0,5,May,C0006,Male,23.0,Columbus
Call_7733,C0008,89.0,R04,2023-05-10,176.0,4,May,C0008,Female,42.0,Cleveland
Call_7734,C0010,54.0,R01,2023-05-11,31.0,3,May,C0010,Female,30.0,Cleveland
Call_7735,C0005,25.0,R01,2023-05-12,27.0,3,May,C0005,Male,37.0,Columbus
Call_7736,C0013,91.0,R04,2023-05-12,76.0,5,May,C0013,Female,37.0,Cleveland
Call_7737,C0011,144.0,R03,2023-05-12,62.0,5,May,C0011,Female,30.0,Cincinnati
Call_7738,C0013,81.0,R02,2023-05-14,100.0,1,May,C0013,Female,37.0,Cleveland
Call_7739,C0001,92.0,R01,2023-05-14,44.0,3,May,C0001,Male,41.0,Columbus
Call_7740,C0005,115.0,R04,2023-05-14,168.0,3,May,C0005,Male,37.0,Columbus
Call_7741,C0007,56.0,R04,2023-05-15,200.0,5,May,C0007,Female,22.0,Cleveland
Call_7742,C0004,154.0,R01,2023-05-15,84.0,4,May,C0004,Male,36.0,Cincinnati
Call_7743,C0008,51.0,R04,2023-05-16,117.0,3,May,C0008,Female,42.0,Cleveland
Call_7744,C0006,21.0,R02,2023-05-16,63.0,4,May,C0006,Male,23.0,Columbus
Call_7745,C0005,80.0,R04,2023-05-17,145.0,5,May,C0005,Male,37.0,Columbus
Call_7746,C0008,139.0,R01,2023-05-17,220.0,3,May,C0008,Female,42.0,Cleveland
Call_7747,C0002,50.0,R02,2023-05-17,26.0,5,May,C0002,Male,31.0,Cleveland
Call_7748,C0005,88.0,R04,2023-05-17,78.0,4,May,C0005,Male,37.0,Columbus
Call_7749,C0010,19.0,R03,2023-05-18,132.0,4,May,C0010,Female,30.0,Cleveland
Call_7750,C0009,104.0,R03,2023-05-19,68.0,4,May,C0009,Female,25.0,Columbus
Call_7751,C0004,67.0,R01,2023-05-21,129.0,5,May,C0004,Male,36.0,Cincinnati
Call_7752,C0012,107.0,R03,2023-05-21,115.0,5,May,C0012,Female,28.0,Cincinnati
Call_7753,C0012,93.0,R03,2023-05-21,128.0,4,May,C0012,Female,28.0,Cincinnati
Call_7754,C0012,117.0,R01,2023-05-21,90.0,4,May,C0012,Female,28.0,Cincinnati
Call_7755,C0002,76.0,R04,2023-05-22,39.0,5,May,C0002,Male,31.0,Cleveland
Call_7756,C0010,64.0,R03,2023-05-22,132.0,3,May,C0010,Female,30.0,Cleveland
Call_7757,C0011,33.0,R03,2023-05-22,170.0,4,May,C0011,Female,30.0,Cincinnati
Call_7758,C0012,115.0,R01,2023-05-22,42.0,5,May,C0012,Female,28.0,Cincinnati
Call_7759,C0014,155.0,R04,2023-05-23,37.0,4,May,C0014,Female,38.0,Columbus
Call_7760,C0004,117.0,R04,2023-05-23,88.0,5,May,C0004,Male,36.0,Cincinnati
Call_7761,C0008,63.0,R04,2023-05-23,80.0,2,May,C0008,Female,42.0,Cleveland
Call_7762,C0010,59.0,R05,2023-05-24,123.0,4,May,C0010,Female,30.0,Cleveland
Call_7763,C0006,133.0,R03,2023-05-24,31.0,4,May,C0006,Male,23.0,Columbus
Call_7764,C0001,101.0,R02,2023-05-24,205.0,4,May,C0001,Male,41.0,Columbus
Call_7765,C0013,151.0,R04,2023-05-25,123.0,4,May,C0013,Female,37.0,Cleveland
Call_7766,C0011,146.0,R03,2023-05-25,123.0,4,May,C0011,Female,30.0,Cincinnati
Call_7767,C0008,148.0,R03,2023-05-25,36.0,3,May,C0008,Female,42.0,Cleveland
Call_7768,C0013,81.0,R03,2023-05-25,116.0,4,May,C0013,Female,37.0,Cleveland
Call_7769,C0009,115.0,R03,2023-05-25,40.0,5,May,C0009,Female,25.0,Columbus
Call_7770,C0009,117.0,R04,2023-05-25,40.0,4,May,C0009,Female,25.0,Columbus
Call_7771,C0001,110.0,R01,2023-05-26,82.0,4,May,C0001,Male,41.0,Columbus
Call_7772,C0002,103.0,R05,2023-05-26,62.0,3,May,C0002,Male,31.0,Cleveland
Call_7773,C0014,45.0,R05,2023-05-26,135.0,4,May,C0014,Female,38.0,Columbus
Call_7774,C0001,110.0,R02,2023-05-26,155.0,2,May,C0001,Male,41.0,Columbus
Call_7775,C0010,43.0,R01,2023-05-26,37.0,5,May,C0010,Female,30.0,Cleveland
Call_7776,C0001,104.0,R04,2023-05-27,56.0,3,May,C0001,Male,41.0,Columbus
Call_7777,C0001,101.0,R04,2023-05-27,185.0,5,May,C0001,Male,41.0,Columbus
Call_7778,C0003,55.0,R01,2023-05-28,145.0,4,May,C0003,Male,26.0,Cincinnati
Call_7779,C0013,40.0,R05,2023-05-28,116.0,3,May,C0013,Female,37.0,Cleveland
Call_7780,C0010,122.0,R03,2023-05-28,45.0,4,May,C0010,Female,30.0,Cleveland
Call_7781,C0011,98.0,R04,2023-05-29,35.0,4,May,C0011,Female,30.0,Cincinnati
Call_7782,C0009,110.0,R05,2023-05-29,100.0,4,May,C0009,Female,25.0,Columbus
Call_7783,C0009,62.0,R01,2023-05-30,125.0,4,May,C0009,Female,25.0,Columbus
Call_7784,C0010,134.0,R03,2023-05-30,120.0,3,May,C0010,Female,30.0,Cleveland
Call_7785,C0015,94.0,R02,2023-05-30,180.0,5,May,C0015,Female,43.0,Cleveland
Call_7786,C0007,63.0,R05,2023-05-30,44.0,3,May,C0007,Female,22.0,Cleveland
Call_7787,C0006,95.0,R03,2023-05-30,86.0,4,May,C0006,Male,23.0,Columbus
Call_7788,C0010,106.0,R03,2023-05-31,120.0,4,May,C0010,Female,30.0,Cleveland
Call_7789,C0014,94.0,R02,2023-05-31,100.0,4,May,C0014,Female,38.0,Columbus
Call_7790,C0014,51.0,R02,2023-06-01,108.0,4,June,C0014,Female,38.0,Columbus
Call_7791,C0008,39.0,R02,2023-06-01,46.0,5,June,C0008,Female,42.0,Cleveland
Call_7792,C0013,111.0,R03,2023-06-01,210.0,4,June,C0013,Female,37.0,Cleveland
Call_7793,C0012,141.0,R01,2023-06-03,54.0,5,June,C0012,Female,28.0,Cincinnati
Call_7794,C0007,147.0,R03,2023-06-03,115.0,5,June,C0007,Female,22.0,Cleveland
Call_7795,C0015,49.0,R02,2023-06-04,100.0,2,June,C0015,Female,43.0,Cleveland
Call_7796,C0005,75.0,R03,2023-06-04,38.0,4,June,C0005,Male,37.0,Columbus
Call_7797,C0012,48.0,R01,2023-06-05,120.0,4,June,C0012,Female,28.0,Cincinnati
Call_7798,C0009,48.0,R01,2023-06-05,120.0,4,June,C0009,Female,25.0,Columbus
Call_7799,C0004,138.0,R02,2023-06-05,29.0,4,June,C0004,Male,36.0,Cincinnati
Call_7800,C0006,144.0,R02,2023-06-06,25.0,4,June,C0006,Male,23.0,Columbus
Call_7801,C0001,119.0,R03,2023-06-07,116.0,4,June,C0001,Male,41.0,Columbus
Call_7802,C0004,101.0,R01,2023-06-08,132.0,4,June,C0004,Male,36.0,Cincinnati
Call_7803,C0006,59.0,R03,2023-06-09,90.0,4,June,C0006,Male,23.0,Columbus
Call_7804,C0013,125.0,R05,2023-06-09,87.0,4,June,C0013,Female,37.0,Cleveland
Call_7805,C0010,147.0,R03,2023-06-09,140.0,4,June,C0010,Female,30.0,Cleveland
Call_7806,C0002,76.0,R03,2023-06-09,164.0,4,June,C0002,Male,31.0,Cleveland
Call_7807,C0007,99.0,R01,2023-06-10,180.0,4,June,C0007,Female,22.0,Cleveland
Call_7808,C0008,111.0,R04,2023-06-11,22.0,4,June,C0008,Female,42.0,Cleveland
Call_7809,C0011,147.0,R05,2023-06-11,82.0,4,June,C0011,Female,30.0,Cincinnati
Call_7810,C0003,141.0,R01,2023-06-11,100.0,5,June,C0003,Male,26.0,Cincinnati
Call_7811,C0002,71.0,R03,2023-06-12,52.0,3,June,C0002,Male,31.0,Cleveland
Call_7812,C0002,121.0,R05,2023-06-13,84.0,5,June,C0002,Male,31.0,Cleveland
Call_7813,C0002,60.0,R05,2023-06-13,37.0,4,June,C0002,Male,31.0,Cleveland
Call_7814,C0015,158.0,R01,2023-06-14,190.0,4,June,C0015,Female,43.0,Cleveland
Call_7815,C0010,159.0,R02,2023-06-14,66.0,3,June,C0010,Female,30.0,Cleveland
Call_7816,C0004,70.0,R03,2023-06-15,116.0,3,June,C0004,Male,36.0,Cincinnati
Call_7817,C0012,78.0,R04,2023-06-15,28.0,4,June,C0012,Female,28.0,Cincinnati
Call_7818,C0011,103.0,R03,2023-06-15,120.0,5,June,C0011,Female,30.0,Cincinnati
Call_7819,C0005,108.0,R01,2023-06-15,56.0,4,June,C0005,Male,37.0,Columbus
Call_7820,C0005,44.0,R05,2023-06-15,170.0,4,June,C0005,Male,37.0,Columbus
Call_7821,C0012,127.0,R01,2023-06-16,200.0,5,June,C0012,Female,28.0,Cincinnati
Call_7822,C0011,132.0,R03,2023-06-17,50.0,4,June,C0011,Female,30.0,Cincinnati
Call_7823,C0003,106.0,R04,2023-06-17,112.0,4,June,C0003,Male,26.0,Cincinnati
Call_7824,C0008,107.0,R03,2023-06-18,39.0,5,June,C0008,Female,42.0,Cleveland
Call_7825,C0010,85.0,R04,2023-06-18,38.0,5,June,C0010,Female,30.0,Cleveland
Call_7826,C0007,49.0,R03,2023-06-19,84.0,3,June,C0007,Female,22.0,Cleveland
Call_7827,C0002,117.0,R01,2023-06-20,82.0,4,June,C0002,Male,31.0,Cleveland
Call_7828,C0008,136.0,R04,2023-06-20,37.0,1,June,C0008,Female,42.0,Cleveland
Call_7829,C0005,130.0,R02,2023-06-21,87.0,3,June,C0005,Male,37.0,Columbus
Call_7830,C0005,73.0,R02,2023-06-21,75.0,3,June,C0005,Male,37.0,Columbus
Call_7831,C0007,80.0,R03,2023-06-21,32.0,5,June,C0007,Female,22.0,Cleveland
Call_7832,C0001,44.0,R01,2023-06-21,33.0,3,June,C0001,Male,41.0,Columbus
Call_7833,C0001,102.0,R05,2023-06-21,76.0,4,June,C0001,Male,41.0,Columbus
Call_7834,C0015,74.0,R05,2023-06-21,117.0,5,June,C0015,Female,43.0,Cleveland
Call_7835,C0007,52.0,R01,2023-06-23,70.0,4,June,C0007,Female,22.0,Cleveland
Call_7836,C0007,74.0,R02,2023-06-23,37.0,3,June,C0007,Female,22.0,Cleveland
Call_7837,C0005,96.0,R05,2023-06-23,46.0,3,June,C0005,Male,37.0,Columbus
